<<<<<<< HEAD
Ticker;Name;Sector;Asset Class;Location;Exchange
SFST;SOUTHERN FIRST BANCSHARES INC;Financials;Equity;United States;NASDAQ
MNRO;MONRO INC;Consumer Discretionary;Equity;United States;NASDAQ
SMBC;SOUTHERN MISSOURI BANCORP INC;Financials;Equity;United States;NASDAQ
VEL;VELOCITY FINANCIAL INC;Financials;Equity;United States;New York Stock Exchange Inc.
ACNB;ACNB CORP;Financials;Equity;United States;NASDAQ
KOPN;KOPIN CORP;Information Technology;Equity;United States;NASDAQ
KMTS;KESTRA MEDICAL TECHNOLOGIES LTD;Health Care;Equity;United States;NASDAQ
COFS;CHOICEONE FINANCIAL SERVICES INC;Financials;Equity;United States;NASDAQ
PACB;PACIFIC BIOSCIENCES OF CALIFORNIA;Health Care;Equity;United States;NASDAQ
PVLA;PALVELLA THERAPEUTICS INC;Health Care;Equity;United States;NASDAQ
GSBC;GREAT SOUTHERN BANCORP INC;Financials;Equity;United States;NASDAQ
BXC;BLUELINX HOLDINGS INC;Industrials;Equity;United States;New York Stock Exchange Inc.
MVBF;MVB FINANCIAL CORP;Financials;Equity;United States;NASDAQ
INGM;INGRAM MICRO HOLDING CORP;Information Technology;Equity;United States;New York Stock Exchange Inc.
ABAT;AMERICAN BATTERY TECHNOLOGY COMPAN;Materials;Equity;United States;NASDAQ
RZLV;REZOLVE AI PLC;Information Technology;Equity;United Kingdom;NASDAQ
MMI;MARCUS & MILLICHAP INC;Real Estate;Equity;United States;New York Stock Exchange Inc.
AVNS;AVANOS MEDICAL INC;Health Care;Equity;United States;New York Stock Exchange Inc.
PKE;PARK AEROSPACE CORP;Industrials;Equity;United States;New York Stock Exchange Inc.
TDAY;USA TODAY INC;Communication;Equity;United States;New York Stock Exchange Inc.
DIN;DINE BRANDS GLOBAL INC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
VIR;VIR BIOTECHNOLOGY INC;Health Care;Equity;United States;NASDAQ
SD;SANDRIDGE ENERGY INC;Energy;Equity;United States;New York Stock Exchange Inc.
BWB;BRIDGEWATER BANCSHARES INC;Financials;Equity;United States;NASDAQ
BCAX;BICARA THERAPEUTICS INC;Health Care;Equity;United States;NASDAQ
ILPT;INDUSTRIAL LOGISTICS PROPERTIES TR;Real Estate;Equity;United States;NASDAQ
RGR;STURM RUGER INC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
SG;SWEETGREEN INC CLASS A;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
FCBC;FIRST COMMUNITY BANKSHARES INC;Financials;Equity;United States;NASDAQ
FSBC;FIVE STAR BANCORP;Financials;Equity;United States;NASDAQ
KOP;KOPPERS HOLDINGS INC;Materials;Equity;United States;New York Stock Exchange Inc.
FRBA;FIRST BANK;Financials;Equity;United States;NASDAQ
EU;ENCORE ENERGY CORP;Energy;Equity;United States;NASDAQ
PAHC;PHIBRO ANIMAL HEALTH CORP CLASS A;Health Care;Equity;United States;NASDAQ
FISI;FINANCIAL INSTITUTIONS INC;Financials;Equity;United States;NASDAQ
WSBF;WATERSTONE FINANCIAL INC;Financials;Equity;United States;NASDAQ
TDUP;THREDUP INC CLASS A;Consumer Discretionary;Equity;United States;NASDAQ
TRNS;TRANSCAT INC;Industrials;Equity;United States;NASDAQ
NBR;NABORS INDUSTRIES LTD;Energy;Equity;United States;New York Stock Exchange Inc.
CASS;CASS INFORMATION SYSTEMS INC;Financials;Equity;United States;NASDAQ
SHEN;SHENANDOAH TELECOMMUNICATIONS;Communication;Equity;United States;NASDAQ
KODK;EASTMAN KODAK;Information Technology;Equity;United States;New York Stock Exchange Inc.
ANNX;ANNEXON INC;Health Care;Equity;United States;NASDAQ
GLRE;GREENLIGHT CAPITAL LTD CLASS A;Financials;Equity;United States;NASDAQ
HSTM;HEALTHSTREAM INC;Health Care;Equity;United States;NASDAQ
EHAB;ENHABIT INC;Health Care;Equity;United States;New York Stock Exchange Inc.
IMXI;INTERNATIONAL MONEY EXPRESS INC;Financials;Equity;United States;NASDAQ
HIFS;HINGHAM INSTITUTION FOR SAVINGS;Financials;Equity;United States;NASDAQ
JBSS;JOHN B SANFILIPPO AND SON INC;Consumer Staples;Equity;United States;NASDAQ
CIVB;CIVISTA BANCSHARES INC;Financials;Equity;United States;NASDAQ
NFBK;NORTHFIELD BANCORP INC;Financials;Equity;United States;NASDAQ
BLND;BLEND LABS INC CLASS A;Information Technology;Equity;United States;New York Stock Exchange Inc.
ASPI;ASP ISOTOPES INC;Materials;Equity;United States;NASDAQ
HCKT;HACKETT GROUP INC;Information Technology;Equity;United States;NASDAQ
EXPI;EXP WORLD HOLDINGS INC;Real Estate;Equity;United States;NASDAQ
ACEL;ACCEL ENTERTAINMENT INC CLASS A;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
NBN;NORTHEAST BANK;Financials;Equity;United States;NASDAQ
GCMG;GCM GROSVENOR INC CLASS A;Financials;Equity;United States;NASDAQ
TSBK;TIMBERLAND BANCORP INC;Financials;Equity;United States;NASDAQ
SEMR;SEMRUSH HOLDINGS INC CLASS A;Information Technology;Equity;United States;New York Stock Exchange Inc.
SPFI;SOUTH PLAINS FINANCIAL INC;Financials;Equity;United States;NASDAQ
PGC;PEAPACK GLADSTONE FINANCIAL CORP;Financials;Equity;United States;NASDAQ
DFH;DREAM FINDERS HOMES INC CLASS A;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
CLPT;CLEARPOINT NEURO INC;Health Care;Equity;United States;NASDAQ
AOSL;ALPHA AND OMEGA SEMICONDUCTOR LTD;Information Technology;Equity;United States;NASDAQ
PANL;PANGAEA LOGISTICS SOLUTIONS LTD;Industrials;Equity;United States;NASDAQ
LXEO;LEXEO THERAPEUTICS INC;Health Care;Equity;United States;NASDAQ
EGY;VAALCO ENERGY INC;Energy;Equity;United States;New York Stock Exchange Inc.
MSBI;MIDLAND STATES BANCORP INC;Financials;Equity;United States;NASDAQ
GDEN;GOLDEN ENTERTAINMENT INC;Consumer Discretionary;Equity;United States;NASDAQ
BLMN;BLOOMIN BRANDS INC;Consumer Discretionary;Equity;United States;NASDAQ
AVO;MISSION PRODUCE INC;Consumer Staples;Equity;United States;NASDAQ
RES;RPC INC;Energy;Equity;United States;New York Stock Exchange Inc.
CMCO;COLUMBUS MCKINNON CORP;Industrials;Equity;United States;NASDAQ
CTKB;CYTEK BIOSCIENCES INC;Health Care;Equity;United States;NASDAQ
MBCN;MIDDLEFIELD BANC CORP;Financials;Equity;United States;NASDAQ
MVST;MICROVAST HOLDINGS INC;Industrials;Equity;United States;NASDAQ
CLBK;COLUMBIA FINANCIAL INC;Financials;Equity;United States;NASDAQ
INDI;INDIE SEMICONDUCTOR INC CLASS A;Information Technology;Equity;United States;NASDAQ
BDN;BRANDYWINE REALTY TRUST REIT;Real Estate;Equity;United States;New York Stock Exchange Inc.
ANGI;ANGI INC CLASS A;Communication;Equity;United States;NASDAQ
BATRA;ATLANTA BRAVES HOLDINGS INC SERIES;Communication;Equity;United States;NASDAQ
TRC;TEJON RANCH;Real Estate;Equity;United States;New York Stock Exchange Inc.
FLGT;FULGENT GENETICS INC;Health Care;Equity;United States;NASDAQ
ALX;ALEXANDERS REIT INC;Real Estate;Equity;United States;New York Stock Exchange Inc.
HBT;HBT FINANCIAL INC;Financials;Equity;United States;NASDAQ
FRGE;FORGE GLOBAL HOLDINGS INC;Financials;Equity;United States;New York Stock Exchange Inc.
INBX;INHIBRX BIOSCIENCES INC;Health Care;Equity;United States;NASDAQ
CCNE;CNB FINANCIAL CORP;Financials;Equity;United States;NASDAQ
TRTX;TPG RE FINANCE TRUST INC;Financials;Equity;United States;New York Stock Exchange Inc.
FMNB;FARMERS NATIONAL BANC CORP;Financials;Equity;United States;NASDAQ
ALRS;ALERUS FINANCIAL CORP;Financials;Equity;United States;NASDAQ
ETD;ETHAN ALLEN INTERIORS INC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
KURA;KURA ONCOLOGY INC;Health Care;Equity;United States;NASDAQ
VREX;VAREX IMAGING CORP;Health Care;Equity;United States;NASDAQ
FFIC;FLUSHING FINANCIAL CORP;Financials;Equity;United States;NASDAQ
IIIV;I3 VERTICALS INC CLASS A;Information Technology;Equity;United States;NASDAQ
ZUMZ;ZUMIEZ INC;Consumer Discretionary;Equity;United States;NASDAQ
CMCL;CALEDONIA MINING PLC;Materials;Equity;Canada;Nyse Mkt Llc
ARHS;ARHAUS INC CLASS A;Consumer Discretionary;Equity;United States;NASDAQ
KREF;KKR REAL ESTATE FINANCE INC TRUST;Financials;Equity;United States;New York Stock Exchange Inc.
FRST;PRIMIS FINANCIAL CORP;Financials;Equity;United States;NASDAQ
MGTX;MEIRAGTX HOLDINGS PLC;Health Care;Equity;United States;NASDAQ
CODI;COMPASS DIVERSIFIED;Financials;Equity;United States;New York Stock Exchange Inc.
WTBA;WEST BANCORPORATION INC;Financials;Equity;United States;NASDAQ
UHAL;U HAUL HOLDING;Industrials;Equity;United States;New York Stock Exchange Inc.
FSBW;FS BANCORP INC;Financials;Equity;United States;NASDAQ
EVCM;EVERCOMMERCE INC;Information Technology;Equity;United States;NASDAQ
HZO;MARINEMAX INC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
ACIC;AMERICAN COASTAL INSURANCE CORP;Financials;Equity;United States;NASDAQ
NAVN;NAVAN INC CLASS A;Consumer Discretionary;Equity;United States;NASDAQ
CAL;CALERES INC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
VTS;VITESSE ENERGY INC;Energy;Equity;United States;New York Stock Exchange Inc.
DGICA;DONEGAL GROUP INC CLASS A;Financials;Equity;United States;NASDAQ
CZNC;CITIZENS AND NORTHERN CORP;Financials;Equity;United States;NASDAQ
INN;SUMMIT HOTEL PROPERTIES REIT INC;Real Estate;Equity;United States;New York Stock Exchange Inc.
RYAM;RAYONIER ADVANCED MATERIALS INC;Materials;Equity;United States;New York Stock Exchange Inc.
AEBI;AEBI SCHMIDT HOLDING AG;Industrials;Equity;United States;NASDAQ
CYH;COMMUNITY HEALTH SYSTEMS INC;Health Care;Equity;United States;New York Stock Exchange Inc.
PLSE;PULSE BIOSCIENCES INC;Health Care;Equity;United States;NASDAQ
UHT;UNIVERSAL HEALTH REALTY INCOME TRU;Real Estate;Equity;United States;New York Stock Exchange Inc.
SFIX;STITCH FIX INC CLASS A;Consumer Discretionary;Equity;United States;NASDAQ
PAYS;PAYSIGN INC;Financials;Equity;United States;NASDAQ
OPK;OPKO HEALTH INC;Health Care;Equity;United States;NASDAQ
OSPN;ONESPAN INC;Information Technology;Equity;United States;NASDAQ
ROOT;ROOT INC CLASS A;Financials;Equity;United States;NASDAQ
STKL;SUNOPTA INC;Consumer Staples;Equity;Canada;NASDAQ
RUM;RUMBLE INC CLASS A;Communication;Equity;United States;NASDAQ
WNC;WABASH NATIONAL CORP;Industrials;Equity;United States;New York Stock Exchange Inc.
SHBI;SHORE BANCSHARES INC;Financials;Equity;United States;NASDAQ
KROS;KEROS THERAPEUTICS INC;Health Care;Equity;United States;NASDAQ
CEVA;CEVA INC;Information Technology;Equity;United States;NASDAQ
RDW;REDWIRE CORP;Industrials;Equity;United States;New York Stock Exchange Inc.
HPP;HUDSON PACIFIC PROPERTIES REIT INC;Real Estate;Equity;United States;New York Stock Exchange Inc.
MYGN;MYRIAD GENETICS INC;Health Care;Equity;United States;NASDAQ
NUS;NU SKIN ENTERPRISES INC CLASS A;Consumer Staples;Equity;United States;New York Stock Exchange Inc.
ASIX;ADVANSIX INC;Materials;Equity;United States;New York Stock Exchange Inc.
HTLD;HEARTLAND EXPRESS INC;Industrials;Equity;United States;NASDAQ
GOSS;GOSSAMER BIO INC;Health Care;Equity;United States;NASDAQ
AMC;AMC ENTERTAINMENT HOLDINGS INC CLA;Communication;Equity;United States;New York Stock Exchange Inc.
PHAT;PHATHOM PHARMACEUTICALS INC;Health Care;Equity;United States;NASDAQ
NAGE;NIAGEN BIOSCIENCE INC;Health Care;Equity;United States;NASDAQ
ORGO;ORGANOGENESIS HOLDINGS INC CLASS A;Health Care;Equity;United States;NASDAQ
MLR;MILLER INDUSTRIES INC;Industrials;Equity;United States;New York Stock Exchange Inc.
EBF;ENNIS INC;Industrials;Equity;United States;New York Stock Exchange Inc.
KRNY;KEARNY FINANCIAL CORP;Financials;Equity;United States;NASDAQ
JMSB;JOHN MARSHALL BANCORP INC;Financials;Equity;United States;NASDAQ
CCSI;CONSENSUS CLOUD SOLUTIONS INC;Information Technology;Equity;United States;NASDAQ
ACTG;ACACIA RESEARCH CORP;Financials;Equity;United States;NASDAQ
WASH;WASHINGTON TRUST BANCORP INC;Financials;Equity;United States;NASDAQ
RM;REGIONAL MANAGEMENT CORP;Financials;Equity;United States;New York Stock Exchange Inc.
APPS;DIGITAL TURBINE INC;Information Technology;Equity;United States;NASDAQ
TIPT;TIPTREE INC;Financials;Equity;United States;NASDAQ
PRAA;PRA GROUP INC;Financials;Equity;United States;NASDAQ
ZEUS;OLYMPIC STEEL INC;Materials;Equity;United States;NASDAQ
SSTK;SHUTTERSTOCK INC;Communication;Equity;United States;New York Stock Exchange Inc.
OPTU;OPTIMUM COMMUNICATIONS INC CLASS A;Communication;Equity;United States;New York Stock Exchange Inc.
BMRC;BANK OF MARIN BANCORP;Financials;Equity;United States;NASDAQ
FRPH;FRP HOLDINGS INC;Real Estate;Equity;United States;NASDAQ
GIC;GLOBAL INDUSTRIAL;Industrials;Equity;United States;New York Stock Exchange Inc.
ONTF;ON24 INC;Information Technology;Equity;United States;New York Stock Exchange Inc.
GPRE;GREEN PLAINS INC;Energy;Equity;United States;NASDAQ
DHIL;DIAMOND HILL INVESTMENT GROUP INC;Financials;Equity;United States;NASDAQ
SRTA;STRATA CRITICAL MEDICAL INC CLASS;Health Care;Equity;United States;NASDAQ
MTW;MANITOWOC INC;Industrials;Equity;United States;New York Stock Exchange Inc.
SPT;SPROUT SOCIAL INC CLASS A;Information Technology;Equity;United States;NASDAQ
BAND;BANDWIDTH INC CLASS A;Communication;Equity;United States;NASDAQ
OFIX;ORTHOFIX MEDICAL INC;Health Care;Equity;United States;NASDAQ
HYLN;HYLIION HOLDINGS CORP;Industrials;Equity;United States;Nyse Mkt Llc
BLFY;BLUE FOUNDRY BANCORP;Financials;Equity;United States;NASDAQ
ALT;ALTIMMUNE INC;Health Care;Equity;United States;NASDAQ
CRNC;CERENCE INC;Information Technology;Equity;United States;NASDAQ
HVT;HAVERTY FURNITURE COMPANIES INC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
FPI;FARMLAND PARTNERS INC;Real Estate;Equity;United States;New York Stock Exchange Inc.
CTO;CTO REALTY GROWTH INC;Real Estate;Equity;United States;New York Stock Exchange Inc.
WRLD;WORLD ACCEPTANCE CORP;Financials;Equity;United States;NASDAQ
FMAO;FARMERS AND MERCHANTS BANCORP INC;Financials;Equity;United States;NASDAQ
BVS;BIOVENTUS CLASS A INC;Health Care;Equity;United States;NASDAQ
RDVT;RED VIOLET INC;Information Technology;Equity;United States;NASDAQ
BWMN;BOWMAN CONSULTING GROUP LTD;Industrials;Equity;United States;NASDAQ
LAB;STANDARD BIOTOOLS INC;Health Care;Equity;United States;NASDAQ
LOCO;EL POLLO LOCO INC;Consumer Discretionary;Equity;United States;NASDAQ
VNDA;VANDA PHARMACEUTICALS INC;Health Care;Equity;United States;NASDAQ
GOOD;GLADSTONE COMMERCIAL REIT CORP;Real Estate;Equity;United States;NASDAQ
DSGR;DISTRIBUTION SOLUTIONS GROUP INC;Industrials;Equity;United States;NASDAQ
DBI;DESIGNER BRANDS INC CLASS A;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
NABL;N ABLE INC;Information Technology;Equity;United States;New York Stock Exchange Inc.
CABO;CABLE ONE INC;Communication;Equity;United States;New York Stock Exchange Inc.
LXFR;LUXFER HOLDINGS PLC;Industrials;Equity;United States;New York Stock Exchange Inc.
FDMT;4D MOLECULAR THERAPEUTICS INC;Health Care;Equity;United States;NASDAQ
JACK;JACK IN THE BOX INC;Consumer Discretionary;Equity;United States;NASDAQ
ACCO;ACCO BRANDS CORP;Industrials;Equity;United States;New York Stock Exchange Inc.
YORW;YORK WATER;Utilities;Equity;United States;NASDAQ
ARKO;ARKO;Consumer Discretionary;Equity;United States;NASDAQ
CTOS;CUSTOM TRUCK ONE SOURCE INC;Industrials;Equity;United States;New York Stock Exchange Inc.
BOW;BOWHEAD SPECIALTY HOLDINGS INC;Financials;Equity;United States;New York Stock Exchange Inc.
MCS;THE MARCUS CORP;Communication;Equity;United States;New York Stock Exchange Inc.
MLAB;MESA LABORATORIES INC;Health Care;Equity;United States;NASDAQ
MCW;MISTER CAR WASH INC;Consumer Discretionary;Equity;United States;NASDAQ
PKST;PEAKSTONE REALTY TRUST CLASS E;Real Estate;Equity;United States;New York Stock Exchange Inc.
CCRN;CROSS COUNTRY HEALTHCARE INC;Health Care;Equity;United States;NASDAQ
MITK;MITEK SYSTEMS INC;Information Technology;Equity;United States;NASDAQ
MCFT;MASTERCRAFT BOAT HOLDINGS INC;Consumer Discretionary;Equity;United States;NASDAQ
PX;P10 INC CLASS A;Financials;Equity;United States;New York Stock Exchange Inc.
AEVA;AEVA TECHNOLOGIES INC;Information Technology;Equity;United States;NASDAQ
RGNX;REGENXBIO INC;Health Care;Equity;United States;NASDAQ
UDMY;UDEMY INC;Consumer Discretionary;Equity;United States;NASDAQ
ABSI;ABSCI CORP;Health Care;Equity;United States;NASDAQ
AQST;AQUESTIVE THERAPEUTICS INC;Health Care;Equity;United States;NASDAQ
GRNT;GRANITE RIDGE RESOURCES INC;Energy;Equity;United States;New York Stock Exchange Inc.
LMNR;LIMONEIRA;Consumer Staples;Equity;United States;NASDAQ
HELE;HELEN OF TROY LTD;Consumer Discretionary;Equity;United States;NASDAQ
FDBC;FIDELITY D AND D BANCORP INC;Financials;Equity;United States;NASDAQ
SABR;SABRE CORP;Consumer Discretionary;Equity;United States;NASDAQ
KELYA;KELLY SERVICES INC CLASS A;Industrials;Equity;United States;NASDAQ
CVGW;CALAVO GROWERS INC;Consumer Staples;Equity;United States;NASDAQ
TWI;TITAN INTERNATIONAL INC;Industrials;Equity;United States;New York Stock Exchange Inc.
KRUS;KURA SUSHI USA INC;Consumer Discretionary;Equity;United States;NASDAQ
TG;TREDEGAR CORP;Materials;Equity;United States;New York Stock Exchange Inc.
KALV;KALVISTA PHARMACEUTICALS INC;Health Care;Equity;United States;NASDAQ
LENZ;LENZ THERAPEUTICS INC;Health Care;Equity;United States;NASDAQ
BFS;SAUL CENTERS REIT INC;Real Estate;Equity;United States;New York Stock Exchange Inc.
ANGO;ANGIODYNAMICS INC;Health Care;Equity;United States;NASDAQ
SCVL;SHOE CARNIVAL INC;Consumer Discretionary;Equity;United States;NASDAQ
FNLC;FIRST BANCORP INC;Financials;Equity;United States;NASDAQ
SPOK;SPOK HOLDINGS INC;Communication;Equity;United States;NASDAQ
CLFD;CLEARFIELD INC;Information Technology;Equity;United States;NASDAQ
AHH;ARMADA HOFFLER PROPERTIES REIT INC;Real Estate;Equity;United States;New York Stock Exchange Inc.
MRVI;MARAVAI LIFESCIENCES HOLDINGS INC;Health Care;Equity;United States;NASDAQ
TBCH;TURTLE BEACH CORP;Information Technology;Equity;United States;NASDAQ
MOV;MOVADO GROUP INC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
RBB;RBB BANCORP;Financials;Equity;United States;NASDAQ
MBI;MBIA INC;Financials;Equity;United States;New York Stock Exchange Inc.
OEC;ORION SA;Materials;Equity;United States;New York Stock Exchange Inc.
GCO;GENESCO INC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
LAND;GLADSTONE LAND REIT CORP;Real Estate;Equity;United States;NASDAQ
ZBIO;ZENAS BIOPHARMA INC;Health Care;Equity;United States;NASDAQ
MGPI;MGP INGREDIENTS INC;Consumer Staples;Equity;United States;NASDAQ
IPI;INTREPID POTASH INC;Materials;Equity;United States;New York Stock Exchange Inc.
DSP;VIANT TECHNOLOGY INC CLASS A;Information Technology;Equity;United States;NASDAQ
GRPN;GROUPON INC;Consumer Discretionary;Equity;United States;NASDAQ
PRTA;PROTHENA PLC;Health Care;Equity;United States;NASDAQ
CHCT;COMMUNITY HEALTHCARE TRUST INC;Real Estate;Equity;United States;New York Stock Exchange Inc.
OLP;ONE LIBERTY PROPERTIES REIT INC;Real Estate;Equity;United States;New York Stock Exchange Inc.
AVXL;ANAVEX LIFE SCIENCES CORP;Health Care;Equity;United States;NASDAQ
NEWT;NEWTEKONE INC;Financials;Equity;United States;NASDAQ
CYRX;CRYOPORT INC;Health Care;Equity;United States;NASDAQ
TITN;TITAN MACHINERY INC;Industrials;Equity;United States;NASDAQ
CLMB;CLIMB GLOBAL SOLUTIONS INC;Information Technology;Equity;United States;NASDAQ
PLTK;PLAYTIKA HOLDING CORP;Communication;Equity;United States;NASDAQ
GDYN;GRID DYNAMICS HOLDINGS INC CLASS A;Information Technology;Equity;United States;NASDAQ
NGVC;NATURAL GROCERS BY VITAMIN COTTAGE;Consumer Staples;Equity;United States;New York Stock Exchange Inc.
REPX;RILEY EXPLORATION PERMIAN INC;Energy;Equity;United States;Nyse Mkt Llc
PRTH;PRIORITY TECHNOLOGY HOLDINGS INC;Financials;Equity;United States;NASDAQ
PACK;RANPAK HOLDINGS CORP CLASS A;Materials;Equity;United States;New York Stock Exchange Inc.
EVH;EVOLENT HEALTH INC CLASS A;Health Care;Equity;United States;New York Stock Exchange Inc.
DSGN;DESIGN THERAPEUTICS INC;Health Care;Equity;United States;NASDAQ
CLNE;CLEAN ENERGY FUELS CORP;Energy;Equity;United States;NASDAQ
CLDT;CHATHAM LODGING TRUST REIT;Real Estate;Equity;United States;New York Stock Exchange Inc.
LILA;LIBERTY LATIN AMERICA LTD CLASS A;Communication;Equity;United States;NASDAQ
REFI;CHICAGO ATLANTIC REAL ESTATE FINAN;Financials;Equity;United States;NASDAQ
GTN;GRAY MEDIA INC;Communication;Equity;United States;New York Stock Exchange Inc.
IBTA;IBOTTA INC CLASS A;Communication;Equity;United States;New York Stock Exchange Inc.
INBK;FIRST INTERNET BANCORP;Financials;Equity;United States;NASDAQ
NVEC;NVE CORP;Information Technology;Equity;United States;NASDAQ
FC;FRANKLIN COVEY;Industrials;Equity;United States;New York Stock Exchange Inc.
REAX;REAL BROKERAGE INC;Real Estate;Equity;Canada;NASDAQ
BETR;BETTER HOME FINANCE HOLDING CLASS;Financials;Equity;United States;NASDAQ
RMNI;RIMINI STREET INC;Information Technology;Equity;United States;NASDAQ
VMD;VIEMED HEALTHCARE INC;Health Care;Equity;United States;NASDAQ
NCMI;NATIONAL CINEMEDIA INC;Communication;Equity;United States;NASDAQ
IHRT;IHEARTMEDIA INC CLASS A;Communication;Equity;United States;NASDAQ
HY;HYSTER YALE INC CLASS A;Industrials;Equity;United States;New York Stock Exchange Inc.
ATEX;ANTERIX INC;Communication;Equity;United States;NASDAQ
RC;READY CAPITAL CORP;Financials;Equity;United States;New York Stock Exchange Inc.
CENT;CENTRAL GARDEN AND PET;Consumer Staples;Equity;United States;NASDAQ
SVC;SERVICE PROPERTIES TRUST;Real Estate;Equity;United States;NASDAQ
WEAV;WEAVE COMMUNICATIONS INC;Information Technology;Equity;United States;New York Stock Exchange Inc.
CZFS;CITIZENS FINANCIAL SERVICES INC;Financials;Equity;United States;NASDAQ
CERS;CERUS CORP;Health Care;Equity;United States;NASDAQ
TRDA;ENTRADA THERAPEUTICS INC;Health Care;Equity;United States;NASDAQ
PUBM;PUBMATIC INC CLASS A;Communication;Equity;United States;NASDAQ
BYRN;BYRNA TECHNOLOGIES INC;Industrials;Equity;United States;NASDAQ
QTRX;QUANTERIX CORP;Health Care;Equity;United States;NASDAQ
EB;EVENTBRITE CLASS A INC;Communication;Equity;United States;New York Stock Exchange Inc.
SIGA;SIGA TECHNOLOGIES INC;Health Care;Equity;United States;NASDAQ
OOMA;OOMA INC;Information Technology;Equity;United States;New York Stock Exchange Inc.
NGNE;NEUROGENE INC;Health Care;Equity;United States;NASDAQ
CMT;CORE MOLDING TECHNOLOGIES INC;Materials;Equity;United States;Nyse Mkt Llc
GMRE;GLOBAL MEDICAL REIT INC;Real Estate;Equity;United States;New York Stock Exchange Inc.
HDSN;HUDSON TECHNOLOGIES INC;Industrials;Equity;United States;NASDAQ
BMBL;BUMBLE INC CLASS A;Communication;Equity;United States;NASDAQ
USNA;USANA HEALTH SCIENCES INC;Consumer Staples;Equity;United States;New York Stock Exchange Inc.
GOGO;GOGO INC;Communication;Equity;United States;NASDAQ
SB;SAFE BULKERS INC;Industrials;Equity;Monaco;New York Stock Exchange Inc.
AVNW;AVIAT NETWORKS INC;Information Technology;Equity;United States;NASDAQ
MAX;MEDIAALPHA INC CLASS A;Communication;Equity;United States;New York Stock Exchange Inc.
IVR;INVESCO MORTGAGE CAPITAL REIT INC;Financials;Equity;United States;New York Stock Exchange Inc.
CLW;CLEARWATER PAPER CORP;Materials;Equity;United States;New York Stock Exchange Inc.
NFE;NEW FORTRESS ENERGY INC CLASS A;Energy;Equity;United States;NASDAQ
ALDX;ALDEYRA THERAPEUTICS INC;Health Care;Equity;United States;NASDAQ
WTI;W AND T OFFSHORE INC;Energy;Equity;United States;New York Stock Exchange Inc.
OSG;OCTAVE SPECIALTY GROUP INC;Financials;Equity;United States;New York Stock Exchange Inc.
GRND;GRINDR INC;Communication;Equity;United States;New York Stock Exchange Inc.
NRC;NATIONAL RESEARCH CORP;Health Care;Equity;United States;NASDAQ
NXDR;NEXTDOOR HOLDINGS INC CLASS A;Communication;Equity;United States;New York Stock Exchange Inc.
NLOP;NET LEASE OFFICE PROPERTIES;Real Estate;Equity;United States;New York Stock Exchange Inc.
SITC;SITE CENTERS CORP;Real Estate;Equity;United States;New York Stock Exchange Inc.
NRDS;NERDWALLET INC CLASS A;Financials;Equity;United States;NASDAQ
RPAY;REPAY HOLDINGS CORP CLASS A;Financials;Equity;United States;NASDAQ
SLP;SIMULATIONS PLUS INC;Health Care;Equity;United States;NASDAQ
MEI;METHODE ELECTRONICS INC;Information Technology;Equity;United States;New York Stock Exchange Inc.
BSRR;SIERRA BANCORP;Financials;Equity;United States;NASDAQ
FFWM;FIRST FOUNDATION INC;Financials;Equity;United States;New York Stock Exchange Inc.
XPER;XPERI INC;Information Technology;Equity;United States;New York Stock Exchange Inc.
EVC;ENTRAVISION COMMUNICATIONS CORP CL;Communication;Equity;United States;New York Stock Exchange Inc.
AVIR;ATEA PHARMACEUTICALS INC;Health Care;Equity;United States;NASDAQ
ATNI;ATN INTERNATIONAL INC;Communication;Equity;United States;NASDAQ
DDD;3D SYSTEMS CORP;Industrials;Equity;United States;New York Stock Exchange Inc.
SVV;SAVERS VALUE VILLAGE INC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
RICK;RCI HOSPITALITY HOLDINGS INC;Consumer Discretionary;Equity;United States;NASDAQ
BGS;B AND G FOODS INC;Consumer Staples;Equity;United States;New York Stock Exchange Inc.
BBBY;BED BATH AND BEYOND INC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
RXST;RXSIGHT INC;Health Care;Equity;United States;NASDAQ
PSTL;POSTAL REALTY TRUST INC CLASS A;Real Estate;Equity;United States;New York Stock Exchange Inc.
DNUT;KRISPY KREME INC;Consumer Discretionary;Equity;United States;NASDAQ
UTMD;UTAH MEDICAL PRODUCTS INC;Health Care;Equity;United States;NASDAQ
JOUT;JOHNSON OUTDOORS INC CLASS A;Consumer Discretionary;Equity;United States;NASDAQ
XRX;XEROX HOLDINGS CORP;Information Technology;Equity;United States;NASDAQ
